id,codSinapi,gtin,ncm,descp
75,38121,7892948048830,32091010,TINTA ACR FOS BASE P 16L SELA PINTA IQUINE
76,38121,7730149088012,32041700,"TINTA BASE CONC LT0,946L B-AMARELO CORAL SH0001SH"
78,38121,7730149081037,32041700,"TINTA BASE CONC LT0,946L V-VERM INTENSO SH0001SH"
79,38121,7730149089026,32041700,"TINTA BASE CONC LT0,946L C-LARANJA CORAL SH0001SH"
80,38121,7891019170616,32091010,TINTA ACR SB 16L BASE PM BRILHO E PROTECAO CORAL
81,38121,7892948044177,32091010,TINTA ACR SB LIMPA FACIL BASE C 16L IQUINE
82,38121,7891019915187,32091010,TINTA ACR FOS 16L BASE MF RENOVA CORAL
83,38121,7892948043248,32091010,TINTA ACR SB LIMPA FACIL BASE P 16L IQUINE
84,38121,7891019907014,32091010,TINTA BASE ACR SB LT16L DECORA P LT0001LT - ALGODAO EGIPCIO - RM
85,38121,7891019177110,32091010,TINTA ACR AC 16L BASE P DECORA SEDA CORAL
86,38121,7891019907014,32091010,TINTA ACR SB 16L BASE P DECORA DIAMANTE CORAL
89,25007,7894683471188,39259090,TELHA TRANSP ONDULADA 244X050 ESAF UN
90,25007,7894683471218,39259090,TELHA TRANSP ONDULADA 153X110 ESAF UN
92,25007,7894683471249,39259090,TELHA TRANSP ONDULADA 244X110 ESAF UN
94,40741,7898187882983,39259090,"TELHA PVC COL/PLAN CONCRETO 2,42X0,86 PRECON"
95,40741,7898187882983,39259090,TELHA PVC PLAN CONCRETO 242X88 PRECON UN
97,36789,7898187882105,39259090,TELHA PVC MINI CERAMICA 240X91 PRECON UN
98,36789,7898187882358,39259090,TELHA PVC COLON CERAMICA 230X86 PRECON UN
101,7161,3165140289290,82075011,BROCA P/METAL 10MM CARTELA BOSCH
103,43127,07891000026182,21041029,SOPAO MAGGI PEDACOS MAIORES COSTELA C/LEGUMES 200 G
107,38018,7898174488310,39241000,COPO TRANSICAO AZ AZ
108,38018,7899838892801,39241000,COPO DE TRANSICAO FIRST MOMENTS ALCA REMOVIVEL - BB1056- FISHER PRICE ROSA 150ML
111,11658,7897321230277,39229000,PROTETOR P/ ASSENTO SANITARIO CX C/30 PROASSENTO
112,11658,7896013400080,38085910,Refil Sanitario Zap
113,11658,7898920552074,96039000,ESCO SANIBRISA S/ESTOJO P/SANITARIO
114,11658,7894023094756,74153300,PARAFUSO P/VASO SANITARIO B-10 PF 10 PAR JAPI
116,11658,07898908221381,39249000,DESENTUPIDOR DE SANITARIO
117,11658,7896013400707,38085910,Aparelho Sanitario Z
119,11658,7894023094763,74153300,PARAFUSO P/VASO SANITARIO B-12 PF 12 PAR JAPI
120,11658,7898920552081,96039000,ESCO SANIBRISA C/ESTOJO P/SANITARIO
121,11658,07896017823106,34021190,BASTAO SANITARIO DESODOR LAV
122,11658,7896017823120,38089999,DESODOR BASTAO SANITARIO PINH
124,11658,7898271438065,39249000,DESENTUPIDOR P WC SANITARIO C CABO
125,11658,7898059544643,39229000,PARAFUSO PARA ASSENTO SANITARIO.HERC
126,11658,7891055610404,96039000,ESCOVA CONDOR P SANITARIO 6120
127,11658,7894650182208,38089419,PATO LIMPADOR SANITARIO MARINE 750ML
128,11658,7898271438065,39249000,DESENTUPIDOR AVANT SANITARIO I
129,11658,7899117700018,39222000,ASSENTO SANITARIO-BRANCO
130,11658,7899117700049,39222000,ASSENTO SANITARIO-CINZA CLARO
131,11658,07894650938232,38089419,DESINF SANITARIO PATO FRUTAS 500ML
132,11658,07899014613336,39222000,REDUTOR SANITARIO AZ
135,11658,17896273805189,25081000,PIPICAT GRANULADO SANITARIO FLORAL CN 4
136,11658,7896273800033,25081000,PIPICAT GRANULADO SANITARIO CLASSIC 4KG
137,11658,7891055610602,96039000,ESCOVA CONDOR P SANITARIO C SUPORTE 6106
138,11658,17896273805189,25081000,PIPICAT GRANULADO SANITARIO FLORAL CN 4KG
140,11658,7891055610602,96039000,ESCO CONDOR C/ESTOJO P/SANITARIO REF6106
141,11658,7896771008009,39249000,DESENTUPIDOR DE VASO SANITARIO
142,11658,7898271438065,39249000,DESENTUPIDOR P/ W.C.(SANITARIO) C/CABO R.138 BLEKALT
143,11658,7891222105085,39222000,ASSENTO SANITARIO OVAL TPG BR ASTRA
144,11658,7894650002520,34022000,Bloco Sanitario Pato
145,11658,7896273805182,25081000,PIPICAT GRANULADO SANITARIO FLORAL 4KG 6X1 - BENTO
146,11658,7898129470186,96039000,DESENTUPIDOR P/VASO SANITARIO C/CABO SACRAMENTO
148,11658,7896003826005,39229000,CJ FIX ASSENTO SANITARIO A PLASTICO BR ATLAS  PR0061
150,11658,07898945769020,39222000,ASSENTO SANITARIO CA
151,11658,7891035000560,34022000,Bloco Sanitario Harp
152,11658,7899117700018,39222000,ASSENTO SANITARIO SAMPLAS
154,11658,07897520009278,29141990,EDUCADOR SANITARIO N
155,11658,7896273805878,25081000,PIPICAT GRANULADO SANITARIO CLASSIC CN 12KG
156,11658,07899117700018,39222000,ASSENTO SANITARIO SA
157,11658,7896015601164,25120000,GRANULADO SANITARIO PURINA TIDY CATS 2KG
159,11658,7908139602733,39222000,ASSENTO SANITARIO BRANCO DUDA
162,11658,7898945769082,39222000,ASSENTO SANITARIO HYGIENIC GRANPLAST BR
164,11658,7898059544780,39222000,ASSENTO SANITARIO HERC
167,11658,7898482240136,39222000,ASSENTO SANITARIO TIGRE PLENA MAX BRANCO
168,11658,7897907600326,11032000,GRANULADO SANITARIO KATBOM NATURAL 3KG
171,11658,7891222045879,39222000,ASSENTO SANITARIO ASTRA SOFT BRANCO 1
172,11658,7891222045862,39222000,Assento Sanitario Oval Soft Astra
173,11658,7898059544780,39222000,ASSENTO SANITARIO ENVOL SIMPLES VARIAS CORES
174,11658,7891222045879,39222000,ASSENTO SANITARIO ASTRA SOFT BRANCO
175,11658,7898585380104,39269090,SANITARIO HIGIENIC POWERPETS 60X40 AMAR
176,11658,7891222094044,39222000,ASSENTO SANITARIO ASTRA SOFT CINZA CLARO 2
177,11658,7896796300140,39222000,ASSENTO SANITARIO SIMPLES LINEA MAX BR MEBUKI
178,11658,7891222045879,39222000,ASSENTO SANITARIO SOFT BR TPJ/AS*BR1 ASTRA
179,11658,7899349186703,39229000,KIT SANITARIO V2 - TIGRE
180,11658,7898436374221,39222000,ASSENTO SANITARIO ESPECIAL BR DURIN REF: 662
181,11658,7908346301634,39249000,SANITARIO CANINO - VERMELHO
182,11658,7908346301627,39249000,SANITARIO CANINO - ROSA
183,11658,7891222045855,39222000,ASSENTO SANITARIO ASTRA SOFT
186,11658,7898436378229,39222000,ASSENTO SANITARIO DURIN FLORAL BELLART BRANCO
188,11658,7898536987574,39222000,ASSENTO SANITARIO ALMOFADADO BRANCO GRAMPLAST
189,11658,7898536987574,39222000,ASSENTO SANITARIO ALMOF BRANCO GRANPLAST
190,11658,7896003816327,39222000,ASSENTO SANITARIO ALMOF CLASSIC PLAST BR
191,11658,7896003816327,39222000,ASSENTO SANITARIO PRIMAFER ALMOFADADO BRANCO
192,11658,7898059551238,39222000,ASSENTO SANITARIO HERC BRANCO ALMOFADADO
194,11658,7896003816327,39222000,ASSENTO SANITARIO ALMOFADADO CLASSIC PLAST BRANCO PRIMAFER
195,11658,07891960031097,39222000,ASSENTO SANITARIO AL
198,11658,7899349172911,39222000,ASSENTO SANITARIO TIGRE PLENA ALMOFADADO BRANCO SUAVIT
199,11658,7891222091067,39222000,ASSENTO SANITARIO ASTRA ALMOFADADO PRETO
200,11658,7891222039755,39222000,ASSENTO SANITARIO ASTRA ALMOFADADO BRANCO
202,11658,7891222039793,39222000,ASSENTO SANITARIO ASTRA ALMOFADADO CARAMELO CLARO CM2
203,11658,7891222351239,39222000,Assento Sanitario Astra Almof Marrom Mar
204,11658,7898904628818,39269090,SANITARIO DOG TOILLETE
219,7137,7898496923483,39269010,ARRUELA PVC 1/4X20MM CONCAVA
220,7137,7892261049897,39269010,ARR.PVC PLANA 1/4
224,7137,7899817010165,39263000,PONTEIRA EXT.  PVC 3/4 PR
225,7137,7898460973070,39202090,GLITTER PVC 015 3X1 MISTO HONEY
226,7137,7898460973032,39269090,GLITTER PVC 015 RX HONEY
227,7137,7898460972950,32131000,GLITTER PVC 015 LR HONEY
228,7137,7898413661337,39269090,GLITTER PVC 015 BRONZE HONEY
229,7137,7898460973032,39202090,GLITTER HONEY PVC 015 3G RX
230,7137,7898460973056,39202090,GLITTER HONEY PVC 015 3G VD CLARO - 30
231,7137,7898460972967,39202090,GLITTER HONEY PVC 015 3G MULTICOLOR - 30
232,7137,7898460972912,39202090,GLITTER HONEY PVC 015 3G AZ ROYAL - 30
233,7137,7898460972943,39202090,GLITTER HONEY PVC 015 CRISTAL - 30
234,7137,7898460973018,39202090,GLITTER HONEY PVC 015 3G PT
235,7137,7898460972929,39202090,GLITTER HONEY PVC 015 3G BZ - 30
236,7137,7898460972936,39202090,GLITTER HONEY PVC 015 3G COBRE
237,7137,7898460972981,39202090,GLITTER HONEY PVC 015 3G OU ESC - 30
238,7137,7898460973056,39202090,GLITTER HONEY PVC 015 3G VD CLARO
239,7137,7898460972967,39202090,GLITTER HONEY PVC 015 3G MULTICOLOR
240,7137,7898460972929,39202090,GLITTER HONEY PVC 015 3G BZ
241,7137,7898460972981,39202090,GLITTER HONEY PVC 015 3G OU ESC
242,7137,7898460973070,39202090,GLITTER HONEY PVC 015 3G MISTO 3X1
243,7137,7898460973025,39202090,GLITTER HONEY PVC 015 3G RS
244,7137,7898460973063,39202090,GLITTER HONEY PVC 015 3G VM
245,7137,7898460973049,39202090,GLITTER HONEY PVC 015 3G VD BD
246,7137,7898460972998,39202090,GLITTER HONEY PVC 015 3G PTA
247,7137,7898460972950,39202090,GLITTER HONEY PVC 015 3G LJ
248,7137,7898460972943,39202090,GLITTER HONEY PVC 015 CRISTAL
249,7137,7898012291096,39202090,GLITTER PVC ESCOLAR TURQUESA GLINORTE
250,7137,7899817009893,39263000,PONTEIRA PVC EXTERNA 1 1/2 PRETA
255,7137,7897933683072,39204390,GLITER PVC PINK 3G APLICAR - UNIDADE
256,7137,7898413661313,39202090,GLITTER PVC 015  - STANDARD GLITTER PVC
258,7137,07896038100088,35061090,ADESIVO PVC POLYTUBES 17G
266,7137,7898930535128,39204390,Filme Pvc G Util 28x
267,7137,7896038100088,35061090,ADESIVO PVC 17G POLYTUBES PULVITEC
268,7137,7893537006569,39259090,"ABRAC PVC 3/4"" PRESSAO"
269,7137,7898472263985,35061090,ADESIVO TEKBOND PVC 17G
271,7137,07898472263985,35061090,COLA PVC 17G TEKBOND
272,7137,7896038100088,35061090,ADESIVO PVC POLLYTUBES 17G PULVITEC
274,7137,7899567002199,39232990,FILME PVC ULTRA 28X15M - 1X1und
275,7137,7899567002199,39232990,FILME PVC ESTIC ULTRAPLAST 28CMX15 MTS
278,7137,7899567002199,39232990,FILME PVC 28 CMX15M ULTRA - ROLO 15M
279,7137,7899567002199,39232990,FILME PLAST.PVC 28CMX15MTS.ULTRAPLAST
280,7137,7898187881917,39259090,"PARAFUSO P/TELHA PVC COLONIAL 3.1/2"" PRECON"
284,7137,7898472263985,35061090,ADESIVO PVC 17G TEKBOND
285,7137,07898930535128,76071990,FILME PVC G-UTIL 15MT
287,7137,7896038100088,35061090,Cola adesivo 17gr Pvc
288,7137,7896038100088,35061090,COLA TUBO PVC17G PULVITEC - PULVITEC
291,7137,7899567013072,39232990,FILME PVC 20 CM X18M ULTRA - UNIDADE
293,7137,7899567013072,39232990,FILME PLAST.PVC C/ CABO 20CMX18MTS.ULTRAPLAST
294,7137,7899567002199,39232990,FILME PVC ULTRA 28X15M
296,7137,7898927947200,39204390,FILME DE PVC WYDA 15M - 15M
297,7137,7898930535128,39204390,FILME DE PVC GUARUFILME 28CM X 15M
299,7137,7899567002199,39204900,FILME PVC ULTRA 280X15M
300,7137,7898930535128,39204390,FILME DE PVC GUARUFILME 28X15 - 1X1UND
302,7137,07898927947200,39204390,FILME DE PVC 15M COD APVC15-25
306,7137,7899567002199,39232990,FILME PVC ULTRA 38X1000M
307,7137,7899567002199,39232990,PLASTICO FILME PVC
308,7137,7897937460150,39269090,ESPATULA PVC 10CM LS MOMFORT PC0001PC
309,7137,7897937460211,39269090,ESPATULA PVC 6CM DENT MOMFORT PC0001PC
310,7137,7897937460136,39269090,ESPATULA PVC 6CM LS MOMFORT PC0001PC
311,7137,7894061000559,39229000,VALVULA PIA PVC 7/8 BR CT LUCONI CT0001CT
312,7137,7896038100088,35061090,COLA PVC 17G POLYTUBES
313,7137,7897169207325,65069100,Touca De Pvc Santa Clara Emborrachado
314,7137,7899567002199,39232990,Filme Pvc Ultra 28x15m
317,7137,7898472263992,35061090,ADES TEKBOND PVC 17G
318,7137,7899567002199,39204900,FILME PVC ULTRAPLAST 28X15M
319,7137,7899567002199,39204900,FILME PVC ULTRAPLAST 280M X15M
325,7137,7898930535128,39204390,FILME PVC 28CM X 15M GUARUFILME
326,7137,7898930535128,39204390,FILM PVC GUARUFILME 15MX28CM
327,7137,7899567002205,39232990,FILME PVC ULTRA 28X30M - 1X1und
328,7137,7896038100088,35061090,ADESIVO PVC BISNAGA 17G PULVITEC UND
331,7137,7897570134937,87141000,*****COXIM COROA PVC YBR/CRYPTON MOTOBOR+
332,7137,07898930535128,39232990,FILME PVC GUARUFILME
335,7137,07899567002199,39202090,FILME PVC ULTRA DOMESTICO 28X15
337,7137,7898930535128,39204390,FILME DE PVC G-UTIL 15MX28CM
338,7137,7908161719935,39249000,CANUDO KIT CURVAS PVC 2 CLA08126
339,7137,7898930535128,39204390,FILME PVC GUARUFILME 28CMX15M
341,7137,7898287710018,39204390,FILME DE PVC DISPAFILM 28CMX15MT
342,7137,7899567002205,39232990,FILME PVC ESTIC ULTRAPLAST 28CMX30 MTS
344,7137,7899567002205,39232990,FILME PVC 28 CMX30M ULTRA - UNIDADE
345,7137,7898059547422,35061090,ADESIVO POLYTUBES PVC 75G
346,7137,7898927947200,39204390,ROLO FILME PVC WYDA 28X15MT
347,7137,7896038100088,35061090,ADESIVO PVC POLLYTUBES 17G C/48
350,7137,7898930535128,39204390,FILME PVC GUARUFILME 28X15M
351,7137,7899567013089,39232990,FILME PLAST.PVC C/ CABO 20CMX36MTS.ULTRAPLAST
353,7137,7897574182989,87141000,*****COXIM COROA PVC CBX250 TWISTER MOTOBOR+
354,7137,7898927947200,39204390,FILM WYDA PVC 15MX28
355,7137,7899567002205,39232990,FILME PLAST.PVC 28CMX30 MTS.ULTRAPLAST
356,7137,7891334198104,39204900,FILM EASYPACK PVC 10M
357,7137,7898930535135,39204390,FILME DE PVC GUARUFILME 28X30 - 1X1UND
360,7137,7897169205086,65069100,Touca Amac Santa Clara Pvc Cristal 508
361,7137,7899620911420,30049079,SCAFLOGIN 100 MG COM CT BL AL TRANS PVC
362,7137,7898930535135,39204390,FILME PVC 28 CMX30M GUARUFILME - UNIDADE
363,7137,7898930535135,39204390,FILME DE PVC GUARUFILME 30MT
364,7137,7898930535128,39204390,FILME DE PVC GUARUFILME 28X15
366,7137,7896038100088,35061090,ADESIVO PLASTICO P/PVC 17G POLYTUBES
367,7137,7899620915046,30049079,SCAFLOGIN 100 MG COM CT BL AL TRANS PVC/PVDC X 12
368,7137,7899620911420,30039033,SCAFLOGIN / 100MG CX PVC
369,7137,7899620911420,30049079,SCAFLOGIN-GLOBO 100mg cx pvc/pvdc x 12 comp
372,7137,7898927947200,39204390,ROLO FILME PVC WYDA 15MT
373,7137,7897169200630,65069100,Touca Banho Santa Clara Pvc Esp Ref:63
375,7137,7899567002205,39232990,FILME PVC ULTRAPLAST 30M
376,7137,7898287710018,39204390,FILME PVC LUSAFILM
377,7137,7898911727405,39232990,FILME PVC GIROMIX 28X15MT
378,7137,7890000004855,39269069,"BUCHA PVC C/FURO 3"" (TOLDO)"
379,7137,7898144124118,65069100,NEEDS TOUCA BANHO PVC
381,7137,7898927947217,39204390,FILME DE PVC WYDA 30M - 30M
384,7137,7899567002205,39232990,FILME PVC ULTRAPLAST 28CM X 30
385,7137,7899567002205,39241000,FILME PVC DOMESTICA ULTRA 28CMX30MT C/25 UN
387,7137,7898930535135,39204390,FILME PVC 28CM X 30M GUARUFILME
388,7137,7896038100040,35061090,ADESIVO PVC 75G POLYTUBES PULVITEC
390,7137,7899567002205,39232990,FILME PVC ULTRA 28X30M (CX 25)
391,7137,7894061000603,39229000,VALVULA PIA PVC 7/8 CR CT LUCONI CT0001CT
392,7137,7898927947200,39204900,FILM WYDA PVC 28X15M
393,7137,07898927947217,39204390,FILME DE PVC 30M COD APVC30-25
394,7137,7898645331244,94056000,PLACA DE SINALIZACAO EM PVC PQ
396,7137,7899567002205,39232990,Bobina Domestica PVC Ultra 28cm x 30mt
399,7137,7898927947200,39202090,FILME DE PVC WYDA PRATIC 15M
400,7137,07898930672328,39204390,FILME PVC 15CM WYDA
401,7137,7899567002205,39232990,FILME PVC ULTRAPLAST 28CMX30CM
402,7137,7899567002205,39204900,FILME PVC ULTRA  280X30M
403,7137,7899052575290,35061090,ADESIVO PVC 17G INC TIGRE PC0001PC
404,7137,7898930535135,39204390,FILME PVC 28CMX30M GUARUFILME
405,7137,7898911727405,39204900,FILM GIROMIX PVC 28X15M
408,7137,7899567002205,39232990,FILME PVC ULTRAPLAST 28X30MT
410,7137,7898911727412,39204900,FILM GIROMIX PVC 28X30M
412,7137,7898930535135,39232990,FILME DE PVC GUARUFILME 28X30
413,7137,7898930535135,39204390,FILME PVC GUARUFILME 28CMX30M
415,7137,7898287710025,39204390,FILME DE PVC DISPAFILM 28CMX30MT
416,7137,7898927947200,39204390,FILME DE PVC WYDA 28X15M
417,7137,7899567002205,39232990,FILME PVC ESTIC ULTRAPLAST 30 MTS
419,7137,7899567002205,39232990,Filme Pvc Ultra 28x30m
421,7137,7896300500073,39204390,FILME PRATSY PVC 28X15M
422,7137,7899567002205,39232990,FILME PVC ULTRAPLAST 280MM X 30M
423,7137,7896480640934,39202090,FILM SMART PVC 28X15M
424,7137,7898927947200,39202090,FILM WYDA PRAT PVC 15M
426,7137,7898287710025,39202090,FILME DE PVC TRANSPARENTE LUS
427,7137,7899620911420,30049099,SCAFLOGIN 100MG COM CT BL AL TRANS PVCPVDC X 12
429,7137,7899620911420,30049099,SCAFLOGIN100 MG COM CT BL AL TRANS PVCPVDC X 12
430,7137,7899052575290,35061090,ADESIVO PVC 17G INC TIGRE
431,7137,7898590340544,87141000,GUIA CORRENTE TRANS PVC BROS TRIBAL
435,7137,07899567002205,39204390,FILME PVC 280MMX30M ULTRAPLAST
436,7137,7898927947200,39211200,FILME DE PVC WYDA 15M 28CM
437,7137,7898179462728,39249000,MAMA MAMITA CHUQUINHA POP PVC 50ML REF232
438,7137,7899567002205,39204900,FILME PVC ULTRAPLAST 28X30M
439,7137,7891960874694,35061090,COLA P/CANO PVC BISN 75G UN         AMANCO
444,7137,7898917789315,96032100,ESC DENT INFANT MACIA PVC MEDFIO - 1UND
445,7137,7898911727405,39204390,FILME DE PVC GIROMIX 28X15MT
446,7137,7898930535135,39204390,FILME PVC GUARUFILME 28X30M
447,7137,7897169249714,65069100,Touca Banho Pvc Azul Inf.Santa Clara
448,7137,07896038100040,35061090,ADESIVO PVC BISNAGA
450,7137,7898943480828,39241000,ESPATULA PVC 5CM SOLRAC GRANDE - UNIDADE
451,7137,7898911727405,39204390,FILME DE PVC GIROMIX 28X15MT - 1XUND
454,7137,07899567002205,39204390,FILME DE PVC 30MTS
457,7137,7891207020037,39211200,FILME PVC KIKO PACK 28CMX10M
459,7137,7898560215254,65069100,TOUCA MITANNI MECHAS PVC HS 39439
460,7137,7898287710025,39204390,FILME PVC LUSAFILM30
461,7137,7898930673608,39204390,FILME PVC PICOTADO
464,7137,7899349108545,39269090,GRELHA PVC 100MM RD BR TIGRE PC0001PC
465,7137,7898038661880,39269090,DESEMPENAD PVC 14X27CM LS AZ DIMAX PC0001PC
466,7137,7896038100040,35061090,COLA PVC 75GR POLYTUBES
468,7137,7898701030043,39204390,FILME PVC 28CMX15M PACK PANELUX
469,7137,7898947137544,39204390,FILME PVC TRANSPAR 28CM X 15MT UD0603
470,7137,7891737296179,39204390,FILME PVC 15M CONF 1
473,7137,7898927947200,39204390,FILME PVC WYDA 28X15
474,7137,7899349108422,39269090,GRELHA PVC 100MM QD BR TIGRE PC0001PC
475,7137,7896038100040,35061090,COLA PVC 75G POLYTUBES
476,7137,7898012490062,39249000,MAMADEIRA RETA CRISTAL 240ML BICO PVC PE
477,7137,7898472264043,35061090,ADESIVO PVC 75G TEKBOND
479,7137,7899655078693,39241000,LUGAR AMERICANO PVC CROCHET 45X30CM RGO 44619
480,7137,7897169295032,65069100,TOUCA SANTA CLARA MECHA PVC 67
481,7137,7896038100040,35061090,ADESIVO PVC POLLYTUBES 75G PULVITEC
482,7137,7898927947217,39204390,ROLO FILME PVC WYDA 28X30MT
486,7137,7899052575290,35061090,ADESIVO PVC BISNAGA 17G TIGRE
487,7137,7898927947200,39204390,FILME PVC WYDA 15X28
488,7137,7898156550660,39209990,Filme Pvc Termica 28
489,7137,07898930673608,39204390,FILME PVC WYDA PRE-PICOTADO 21M/28CM
490,7137,7896300500080,39204390,FILME PVC PRATSY 28X30M
491,7137,7896038100040,35061090,PULVITEC COLA ADESIVO PVC 75G POLYTUBES AA003
494,7137,7897169205079,65069100,TOUCA PMECHAS GR PVC EMB 507 SC
496,7137,7908242042792,64022000,SANDALIA DE PVC POPULAR RECICLADO PRETO 35=4
499,7137,7898927947217,39204390,Filme Pvc Wydapratic
500,7137,7898930673608,39204390,FILME DE PVC PRE PICOTADO 21MX28CM
502,7137,7891207020013,39211200,FILME PVC KIKO PACK 28CMX15M
504,7137,7896038100040,35061090,ADESIVO PVC 75G POLYTUBES PULVITEC BI0001BI
505,7137,7897937460167,39269090,ESPATULA PVC 20CM LS MOMFORT PC0001PC
507,7137,7898078480236,39202090,FILME PVC FORTLAR 28X15M
510,7137,7896480640941,39202090,FILM SMART PVC 28X30M
511,7137,7898021428551,39204390,"FILME PVC 0,28X30M ROYALPACK - 0,28X30M"
512,7137,7896038100040,35061090,ADESIVO PLASTICO P/PVC 75G POLYTUBES PULVITEC
513,7137,7896038100040,35061090,ADESIVO PVC 75GR POLYTUBES PULVITEC
514,7137,7896038100040,35061090,COLA D/ CANO PVC 75G POLY PULVITEC AA003
515,7137,7899095265943,30049069,CLONAZEPAM B1 2MG C30 COMP PVC G GEO B1
517,7137,7898413661344,39202090,GLITTER HONEY PVC 015 3G COBRE CX12
518,7137,7898927947200,39204390,Filme Pvc Wyda 28x15
521,7137,7890274011139,39203000,PLACA SINALIZACAO PVC (WIFI)
522,7137,07898911727412,39204390,FILME PVC GIROMIX 30MT
523,7137,7894061000474,39229000,VALVULA LAV PVC 7/8 CR CT LUCONI PC0001PC
524,7137,7890274018862,39203000,PLACA SINALIZACAO PVC (MASCULINO/MAN) AZUL
525,7137,7890274018855,39203000,LACA SINALIZACAO PVC (FEMININO/WOMAN) VERMELHO
526,7137,7896038100040,35061090,ADESIVO PVC BISNAGA 75G PULVITEC UND
527,7137,07896038100040,35061090,COLA P/TUBO PVC 75GR
